nct_id,phase,why_stopped,start_date,category,phase_clean
NCT03668600,PHASE3,Business decision to stop the program,2018-08-23,strategy/business,PHASE3
NCT02356900,PHASE2,Lack of funding required to enroll target subject number,Feb-15,enrollment,PHASE2
NCT05652907,PHASE2,For business reasons and not for reasons related to safety or efficacy,2023-01-19,efficacy,PHASE2
NCT04377659,PHASE2,"Based on two large, multicenter, randomized trials showed no benefit to tocilizumab in this setting and study has been closed.",2020-05-01,unknown,PHASE2
NCT02489123,PHASE2,Accrual goal not met,2015-08-11,unknown,PHASE2
NCT03875313,"PHASE1, PHASE2",Slow Enrollment,2019-05-20,enrollment,PHASE2
NCT03550313,PHASE2,Study vaccinations and blood draws were halted due to adequacy of a smaller dataset and study feasibility issues. It was not based on any safety concerns.,2018-06-01,safety,PHASE2
NCT02364713,PHASE2,poor accrual,2015-03-13,unknown,PHASE2
NCT04170959,PHASE2,Loss of external funding,2018-07-30,unknown,PHASE2
NCT03696342,PHASE3,Sponsor's convenience,2018-10-01,unknown,PHASE3
NCT05476783,PHASE2,Resource Constraints,2022-09-14,unknown,PHASE2
NCT02258529,PHASE2,,2015-09-14,unknown,PHASE2
NCT03201939,PHASE2,"DSMB recommendations, laboratory quality control (QC) issues. All lab Q/C issues addressed; DSMB approved study re-opening, but due to length of time required to address lab QC issues, insufficient follow-up time was available to complete study.",2021-04-01,unknown,PHASE2
NCT04847141,PHASE3,Study Stopped for Futility,2021-04-28,unknown,PHASE3
NCT03602066,PHASE2,Study terminated by pharmaceutical company,2019-02-14,safety,PHASE2
NCT02739477,PHASE2,End date of epidemic,Apr-16,unknown,PHASE2
NCT04140695,PHASE3,Business Decision,2019-10-21,strategy/business,PHASE3
NCT05611853,"PHASE1, PHASE2",Due to company decision,2022-11-25,strategy/business,PHASE2
NCT05179057,PHASE3,Study discontinued as DSMB determined it was futile. No safety concerns were noted.,2022-04-26,safety,PHASE3
NCT03743246,"PHASE1, PHASE2",Absence of significant therapeutic benefit over existing therapies,2018-10-17,unknown,PHASE2
NCT04592341,PHASE2,Decision to terminate development of Gantenerumab for treatment of prodromal/mild/early-stage Alzheimer's disease following results of a pre-planned analysis of the safety and efficacy of Gant in Graduate I\&II (WN29922/WN39658).,2020-11-18,efficacy,PHASE2
NCT03501966,PHASE3,Low enrollment,2019-02-06,enrollment,PHASE3
NCT03090412,PHASE2,low accrual,2018-03-07,unknown,PHASE2
NCT04360551,PHASE2,Decrease in COVID-19 cases locally,2020-07-01,unknown,PHASE2
NCT04374253,PHASE3,Decision to terminate development of Gantenerumab for treatment of prodromal/mild/early-stage Alzheimer's disease following results of a pre-planned analysis of the safety and efficacy of Gant in Graduate I\&II (WN29922/WN39658).,2021-01-26,efficacy,PHASE3
NCT02618577,PHASE3,following a recommendation from the data safety and monitoring board due to safety concerns and a tendency towards futility.,Feb-16,safety,PHASE3
NCT02416570,PHASE2,At 6 months 1 participant recruited. Study deemed not feasible and discontinued.,Apr-15,enrollment,PHASE2
NCT04717557,"PHASE1, PHASE2",low enrollment,2021-01-01,enrollment,PHASE2
NCT04341441,PHASE3,"Interim analysis did not reveal any safety concerns by the DSMB, but unblinded data did not provide support to continue. Event rate did not meet projected magnitude; given low recruitment potential, it is unlikely that a positive result will occur.",2020-04-07,safety,PHASE3
NCT03871153,PHASE2,Investigator decided to halt study due to low accrual.,2019-08-02,unknown,PHASE2
NCT03545165,"PHASE1, PHASE2",Sponsor withdrawal,2018-04-18,unknown,PHASE2
NCT02587962,"PHASE1, PHASE2","Based on a futility analysis, the data monitoring committee recommended to stop enrollment.",2017-08-04,enrollment,PHASE2
NCT04355169,PHASE2,This study was terminated before the planned sample size was enrolled due to very slow enrollment.,2020-11-06,enrollment,PHASE2
NCT04395105,PHASE3,Low rate of recruitment,2020-05-21,enrollment,PHASE3
NCT03325166,PHASE2,Low accrual,2017-11-03,unknown,PHASE2
NCT04162665,PHASE2,Poor accrual and funding sponsor declared bankruptcy.,2020-02-14,unknown,PHASE2
NCT04806503,PHASE2,The study was discontinued by the Sponsor because it did not achieve the primary objective.,2021-06-30,unknown,PHASE2
NCT02568683,"PHASE1, PHASE2",,2016-02-11,unknown,PHASE2
NCT04492722,PHASE2,The Sponsor decided to terminate the study early due to lack of efficacy. There were no safety concerns related to the study.,2020-10-01,efficacy,PHASE2
NCT03395353,PHASE3,Business decision,2018-01-29,strategy/business,PHASE3
NCT02478762,PHASE3,very difficult recruitment,Mar-15,enrollment,PHASE3
NCT03827473,PHASE2,"The trial was closed because the changing standard of care landscape, making this trial not impactful anymore.",2019-02-08,unknown,PHASE2
NCT03302494,PHASE3,Study closed due to device design modification,2017-12-27,unknown,PHASE3
NCT02497612,PHASE2,"All treatment arms met the futility criteria for efficacy during the pre-planned interim analysis, therefore the study was stopped.",2015-07-25,efficacy,PHASE2
NCT02604212,PHASE2,Company decision to discontinue trial,Nov-15,strategy/business,PHASE2
NCT04119453,PHASE2,The RM-202 study was terminated by the Sponsor due to redirection of the rivoceranib development plan.,2020-01-22,unknown,PHASE2
NCT03553875,PHASE3,requested by the IRB,2018-11-13,unknown,PHASE3
NCT04900428,PHASE2,Study was terminated at interim analysis due to drops not working on new variants,2021-07-16,unknown,PHASE2
NCT02875067,"PHASE1, PHASE2",Merck's decision for early termination of the data,2016-08-29,unknown,PHASE2
NCT05242042,"PHASE2, PHASE3","Based on the current number of COVID-19 cases and the approval of COVID-19 treatment drugs , the research team is facing great challenges, and it is decided to terminate this study",2022-01-28,unknown,PHASE3
NCT02906722,PHASE3,Lack of inclusion,2017-07-31,unknown,PHASE3
NCT03712345,PHASE2,Due to COVID-19 pandemic outbreak and its impact on overall study activities. All efforts were made to ensure that participants that were enrolled and/or were still in the study will continue to receive treatment and follow-up until study completion.,2018-10-15,enrollment,PHASE2
NCT02554812,"PHASE1, PHASE2",The study was terminated since there was no need for further safety or efficacy data to be collected. The participants having benefit from the Investigational treatments have been moved to a continuation study (NCT05059522),2015-11-09,efficacy,PHASE2
NCT02261519,"PHASE2, PHASE3",due to commercial strategy,2017-03-29,strategy/business,PHASE3
NCT05525572,"PHASE1, PHASE2",Funding ended,2024-02-12,unknown,PHASE2
NCT04936230,PHASE2,Inadequate accrual rate,2022-11-22,unknown,PHASE2
NCT03234465,PHASE2,"No efficacy could be demonstrated, sponsor decided to prematurely end the study.",2017-07-18,efficacy,PHASE2
NCT02880371,"PHASE1, PHASE2",Study was halted prematurely due to insufficient efficacy. Not due to safety reasons.,2016-09-01,efficacy,PHASE2
NCT04638153,PHASE2,The study was terminated due to lack of efficacy at any of the tested doses on 18th November 2022. The decision to terminate the study is not related to a safety concern.,2020-12-02,efficacy,PHASE2
NCT04107675,PHASE2,"Due to the low number of patients recruited and the slow enrollment pace of patients, on 18 March 2022, the sponsor decided to terminate the BOSTON-4 safety and tolerability trial ahead of time.",2020-02-11,safety,PHASE2
NCT03660657,"PHASE2, PHASE3",Very low recruitment. During COVID-19 pandemic these are patients of high risk.,2020-02-26,enrollment,PHASE3
NCT03174522,PHASE3,Independent Data Monitoring Committee recommendation to stop due to futility,2017-04-25,unknown,PHASE3
NCT02753595,"PHASE1, PHASE2",evolving standard of care and difficulties of enrolling participants,2016-07-13,enrollment,PHASE2
NCT04717375,"PHASE1, PHASE2",Early discontinuation based on strategic sponsor decision not driven by any safety concerns,2021-04-11,safety,PHASE2
NCT03980730,PHASE2,for business reasons,2019-06-27,strategy/business,PHASE2
NCT02713828,"PHASE1, PHASE2",Company discontinued further development of study drug for this indication,2016-04-10,unknown,PHASE2
NCT03944707,PHASE2,Company decision,2019-07-18,strategy/business,PHASE2
NCT03380507,"PHASE2, PHASE3",The research is no longer funded and terminated due to futility,2018-03-17,unknown,PHASE3
NCT04985604,PHASE2,Sponsor decision,2021-07-15,strategy/business,PHASE2
NCT04619433,PHASE3,Terminated by Sponsor,2021-02-01,unknown,PHASE3
NCT02378038,PHASE2,,Aug-15,unknown,PHASE2
NCT04697758,"PHASE1, PHASE2",Adverse Events,2020-12-10,safety,PHASE2
NCT05525455,"PHASE1, PHASE2",Company operational decision. Decision to stop study is not due to safety or efficacy concerns.,2022-08-29,efficacy,PHASE2
NCT05987176,PHASE2,The study has closed earlier than planned due to one of the funders decision to withdraw the financial support for the study.,2024-08-02,unknown,PHASE2
NCT04860518,PHASE2,The decision is based on changes in the pandemic and further weakening of the recruitment that will not enable a completion of the study in any reasonable time,2021-08-23,enrollment,PHASE2
NCT06507891,"PHASE1, PHASE2","After considering the company's project situation and strategic development direction, it has been decided to terminate this project. The experiment will be terminated for non safety reasons.",2020-07-06,safety,PHASE2
NCT02656615,PHASE2,Lack of Patient accrual,Jan-16,enrollment,PHASE2
NCT02299635,PHASE2,"The study was terminated on June 24th, 2015 due to change in strategy of PF-03084014 development. There were no safety/efficacy concerns behind the decision.",2015-02-03,efficacy,PHASE2
NCT03549338,PHASE2,Study was terminated due to administrative reasons,2018-11-29,unknown,PHASE2
NCT02560038,PHASE2,slow enrollment; resource re-allocation,Oct-15,enrollment,PHASE2
NCT03312868,PHASE2,Burocracy and funding,2017-10-01,unknown,PHASE2
NCT05436990,PHASE2,"According to the protocol criteria, during the Phase 1 analysis, the registered participants' imaging evaluation responses did not meet the criteria, leading to an early termination",2023-02-09,operational,PHASE2
NCT04510285,PHASE2,Lack of accrual,2020-08-10,unknown,PHASE2
NCT05034874,PHASE2,Interim analysis concluded planned study numbers combined with participant dropout rates were insufficient to meet primary endpoint.,2022-06-09,unknown,PHASE2
NCT02571738,PHASE3,Company's desire to allocate more research and development resources to other clinical programs. Decision not driven by any safety concerns.,Oct-15,safety,PHASE3
NCT05370508,"PHASE1, PHASE2",Study is terminated due to funding challenges and not due to safety concerns.,2023-02-06,safety,PHASE2
NCT04493216,PHASE2,Company decision to stop compound development. The decision is not based on any safety or efficacy concerns. It reflects the company strategy for portfolio progression.,2020-11-18,efficacy,PHASE2
NCT03044249,PHASE2,Statistical futility; totality of evidence suggests study unlikely to meet endpoint,2017-05-04,unknown,PHASE2
NCT04212026,PHASE2,difficult recruitement,2020-06-28,enrollment,PHASE2
NCT02558543,PHASE2,,Sep-15,unknown,PHASE2
NCT03709576,PHASE2,Funding pulled,2018-07-18,unknown,PHASE2
NCT05861258,PHASE2,"The trial was terminated prematurely after the enrollment of 12 out of 15 planned subjects, due to a lack of personnel and no option to continue study measurements.",2023-05-08,enrollment,PHASE2
NCT04888585,PHASE2,Business decision,2021-06-23,strategy/business,PHASE2
NCT04379076,PHASE2,POOR ACCRUAL,2020-05-14,unknown,PHASE2
NCT02477787,PHASE2,upon recommendation from the Data Monitoring Committee,Jun-15,unknown,PHASE2
NCT04975516,PHASE2,Low/slow accrual,2023-07-18,unknown,PHASE2
NCT03675776,PHASE3,Business decision to stop the program.,2018-10-30,strategy/business,PHASE3
NCT04109885,PHASE2,Insufficient recruitment.,2020-09-15,enrollment,PHASE2
NCT05079789,PHASE3,Low recruiting rate and decision to evaluate as pilot study,2020-06-08,enrollment,PHASE3
NCT02494713,PHASE2,slow enrollment; resource re-allocation,Oct-15,enrollment,PHASE2
NCT03742323,"PHASE1, PHASE2",Because of low recruitment,2018-07-01,enrollment,PHASE2
NCT03065023,"PHASE1, PHASE2",Group B not started for business reasons.,2017-04-25,strategy/business,PHASE2
NCT03997448,PHASE2,Funder decision,2019-08-26,unknown,PHASE2
NCT02494778,PHASE2,This study served its purpose in providing considerable safety data.,2015-09-24,safety,PHASE2
NCT02490774,PHASE2,,2015-06-22,unknown,PHASE2
NCT04912856,PHASE3,Sponsor decision; not a safety decision,2021-08-17,safety,PHASE3
NCT05897372,PHASE2,Slow recruitment,2023-08-01,enrollment,PHASE2
NCT02917629,PHASE2,Low accrual combined with expiration of study drug,2018-05-31,unknown,PHASE2
NCT03292653,PHASE2,"1st two cohorts provided the required data, therefore 3rd cohort was not deemed necessary",2017-12-04,unknown,PHASE2
NCT04858139,PHASE2,Recruitment slow. Standard stroke patient management was changed (CT replacing MRI if NIHSS \> 10). We closed the study to avoid bias (after 28 inclusions /out of 30 planned),2021-08-05,enrollment,PHASE2
NCT03819660,PHASE2,Development of indication not being pursued,2019-03-07,unknown,PHASE2
NCT04941703,"PHASE1, PHASE2",Recruitment issues after COVID-19 abated; not enough hypoxic patients to meet criteria.,2021-11-04,enrollment,PHASE2
NCT05643573,PHASE3,Independent Data Monitoring Committee (IDMC) recommendation to stop the study,2022-12-05,unknown,PHASE3
NCT05056727,PHASE3,The study started enrollment in Sep 2021 and despite huge efforts the rate of patient enrollment continued to be below target such that the completion of the study within a reasonable timeframe was deemed very unlikely.,2021-09-30,enrollment,PHASE3
NCT05148195,PHASE2,The study was terminated due to the sponsor's research and development strategy adjustment.,2021-12-22,strategy/business,PHASE2
NCT04820686,PHASE2,Sponsor decision,2021-05-07,strategy/business,PHASE2
NCT04824794,"PHASE1, PHASE2","The sponsor has decided to discontinue further development of GEN3014 after a comprehensive review of the data, market landscape, and strategic priorities.",2021-03-09,unknown,PHASE2
NCT02793583,"PHASE2, PHASE3",Strategic/Business Decision,2016-05-25,strategy/business,PHASE3
NCT03002831,PHASE2,Study halted prematurely and will not resume,Nov-16,unknown,PHASE2
NCT03354637,PHASE2,The double-blind primary endpoint was not met. Open Label Extension period halted as a result.,2017-11-29,unknown,PHASE2
NCT05085002,PHASE2,The study is being closed based on corporate changes at EQRx and is not related to any efficacy or safety issues with lerociclib.,2021-12-21,efficacy,PHASE2
NCT04843319,"PHASE1, PHASE2",Study terminated as end points were not achieved at current dose level.,2021-06-09,unknown,PHASE2
NCT02868892,PHASE2,departure of PI from institution and poor population for study participation,Jul-15,unknown,PHASE2
